query_id,query_message,rank,similarity,historical_customer_tweet_id,historical_customer_message,historical_support_reply,relevance
2985588,Hey Steve I can’t add a fingerprint the page just keeps turning into this @AppleSupport https://t.co/jzuNunOrFX,1,0.3036,2039785,@AppleSupport WHY IS MY PHONE TURNING “i” INTO THIS: https://t.co/jRmx8xp10q,@603113 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,1
2985588,Hey Steve I can’t add a fingerprint the page just keeps turning into this @AppleSupport https://t.co/jzuNunOrFX,2,0.2869,1470862,@AppleSupport the i️ keeps turning into this A square inside a question mark thing,@461414 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,1
2985588,Hey Steve I can’t add a fingerprint the page just keeps turning into this @AppleSupport https://t.co/jzuNunOrFX,3,0.2859,2981666,@AppleSupport my capital “i” isn’t working. It keeps turning into this I️. Why? https://t.co/EJmBAvF1GL,"@442651 We'd like to help with that. Meet us in DM, and we'll take it from there. https://t.co/GDrqU22YpT",2
2985588,Hey Steve I can’t add a fingerprint the page just keeps turning into this @AppleSupport https://t.co/jzuNunOrFX,4,0.2856,1528905,Why are my capital i’s turning into this I️ ? @AppleSupport,@474664 Let's look into this for you. Go ahead and send us a DM with your current iOS version. https://t.co/GDrqU22YpT,1
2985588,Hey Steve I can’t add a fingerprint the page just keeps turning into this @AppleSupport https://t.co/jzuNunOrFX,5,0.2791,1507994,Fix this! @AppleSupport https://t.co/7UbRumneks,@470004 We want to look into what’s going on. DM us your device and OS version and we’ll continue there: https://t.co/GDrqU22YpT,1
1020993,@AppleSupport Sorry where should I direct mail !,1,0.4026,2279588,@AppleSupport Sorry on iPhone 6s +,@662743 Are you an Apple Music or iTunes Match member? Do you receive an error when trying to shuffle a playlist? Tell us more about what's happening and we'll take it from there.,1
1020993,@AppleSupport Sorry where should I direct mail !,2,0.3704,2593248,@AppleSupport Sorry. 11.1.1,@734398 Thanks! Join us in DM with more details. We're curious if you notice the iPhone behaving slow in certain apps or while performing certain functions. https://t.co/GDrqU22YpT,1
1020993,@AppleSupport Sorry where should I direct mail !,3,0.3702,396083,"@115858 @AppleSupport Sorry, 17 GB.",@209779 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,1
1020993,@AppleSupport Sorry where should I direct mail !,4,0.3668,849950,@AppleSupport where should I meet in turkey,@321954 You can use this website to find a nearby Apple Store for further assistance and details on that process: https://t.co/m3VXPZgbmD,1
1020993,@AppleSupport Sorry where should I direct mail !,5,0.344,45604,"@AppleSupport Sorry, what is DM?",@126098 Direct Message. https://t.co/GDrqU22YpT,1
2834372,"@AppleSupport @AppleSupport thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/",1,0.4172,2424336,"@AppleSupport Thank you for your quick answer. It's an IPhone 6, 10.3.3",@696209 The iPhone does have the means to self-diagnose some battery concerns. Do you see this service battery message? https://t.co/KyywFa9iZ3,1
2834372,"@AppleSupport @AppleSupport thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/",2,0.3105,2958729,@AppleSupport Thank you for your answer. 🙂,@816604 You're very welcome. Have a great rest of your day.,1
2834372,"@AppleSupport @AppleSupport thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/",3,0.3026,2308706,@AppleSupport I am running iOS 11.1.1,@143483 Thanks for letting us know. Please DM us and we'll continue this conversation there. https://t.co/GDrqU22YpT,1
2834372,"@AppleSupport @AppleSupport thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/",4,0.2983,2431288,@AppleSupport Yes didn’t change anything,@697892 Thanks for double-checking. Let's continue in DM so we may better assist you. https://t.co/GDrqU22YpT,1
2834372,"@AppleSupport @AppleSupport thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/",5,0.28,538633,@AppleSupport Thank you for your support,@244877 Absolutely. That's what we're here for!,1
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",1,0.2113,2303499,@AppleSupport My phone bricked from the new update,@668397 You're in the right place for assistance. We've received your DM. Look for our response there shortly.,1
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",2,0.2002,152840,@AppleSupport my apple music isn't loading anything apart from the music on my phone :(,@150957 We'd like to look into this with you and help you get back to enjoying music! Join us in DM with more details about when this started and the iOS version currently installed on your iPhone. You can find it in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,2
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",3,0.1826,1892478,@115858 my phone is MUCH slower and lags easily since the new update!,"@564277 We want to help keep your device running smoothly. Let us know which iOS version you’re running in DM, and we’ll work there. https://t.co/GDrqU22YpT",1
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",4,0.1796,1818152,hi I’m apparently allergic to your Apple Watch series 2 band. please help. @AppleSupport https://t.co/VCbjmxSBwW,@546130 We'll be happy to look into this with you. Please go ahead and provide us with more details within DM here: https://t.co/GDrqU22YpT,1
1886634,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",5,0.1749,1812306,"Hey @AppleSupport my brand new 27in iMac runs slower and freezes more than my 5yo MacBook Pro, what’s up with that? It’s currently frozen so",@544466 Thanks for reaching out. We'd like to know more to help. Does this occur with a specific app or program?,1
1924231,@115858 your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,1,0.3818,752906,@115858 @AppleSupport thanks for sucking the life out of my battery with ios11. #androidswitchlooksgoodnow,@299948 Help is here. Let's work together in a DM to get this addressed. Tap here to continue: https://t.co/GDrqU22YpT,1
1924231,@115858 your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,2,0.339,1900145,@115858 hate that my flashlight doesn’t work under 20% and the new update is sucking the life out of my battery. Plz fix this! #scaredtobuyX,@566254 We'd like to look into this. Do you use Low Power Mode? Does the flashlight work properly otherwise?,1
1924231,@115858 your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,3,0.3134,1828584,@115858 @115858 upgraded my 6s and now it’s sucking the life out of my battery - what gives? #notanimprovement,@548779 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6 DM us if you're still having trouble. https://t.co/GDrqU22YpT,1
1924231,@115858 your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,4,0.3,1052193,"@115858 @AppleSupport what’s going on with this update,sucking the life out of my battery since I updated 2 days ago!",@359158 We'd like to look into this. DM us and tell us which device you're having issues with. https://t.co/GDrqU22YpT,1
1924231,@115858 your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,5,0.2975,2307552,yo this update is really sucking the life out of my battery @115858 fix it bc i’m not about to buy a new phone for this bullshitio,"@669391 We want everything running at its best after an update. Please DM us some details, the exact version of iOS you're using, and which country you're in, and we’ll take it from there. https://t.co/GDrqU22YpT",1
2558677,@AppleSupport hello do you still sell the first generation iPad or are they discontinued now. Regards,1,0.2431,1526072,@AppleSupport Hello. Do you speak french?,@473947 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,1
2558677,@AppleSupport hello do you still sell the first generation iPad or are they discontinued now. Regards,2,0.2283,2705780,"@AppleSupport First generation watch, watchOS 4.1","@212355 Thanks for that information. Check out section ""Check the fit"" here : https://t.co/evTpsN4Raj If the fit doesn't explain things, try resetting your calibration data and then calibrate your watch again: https://t.co/rhTgi5kLq8 Let us know if this helps or not.",1
2558677,@AppleSupport hello do you still sell the first generation iPad or are they discontinued now. Regards,3,0.2188,39677,@AppleSupport hello?,@124685 We'd love to help. DM us the country where you are located. We can go from there. https://t.co/GDrqU22YpT,1
2558677,@AppleSupport hello do you still sell the first generation iPad or are they discontinued now. Regards,4,0.2188,2276305,@AppleSupport Hello?,@662061 Thanks for reaching out. Can you send us a DM so we can look into this further with you? https://t.co/GDrqU22YpT,1
2558677,@AppleSupport hello do you still sell the first generation iPad or are they discontinued now. Regards,5,0.2188,1418622,@AppleSupport HELLO,"@449738 We'd like to help any way we can. What's happening, exactly? Also, which model and iOS version do you have?",1
266833,@AppleSupport I’ve carried out a reset network settings https://t.co/07ZMPSmRbh,1,0.3864,1049926,@AppleSupport My settings https://t.co/8zzUif2C0k,@368142 Let's take a look at this for you. Reach out to us in DM https://t.co/GDrqU22YpT,1
266833,@AppleSupport I’ve carried out a reset network settings https://t.co/07ZMPSmRbh,2,0.3562,2412958,"@AppleSupport yes, and force restart, and reset network settings","@693674 Thank you for confirming that. Please create a backup for your data, and update your iOS to version 11.1.2 as described here to see if that resolves the problem: https://t.co/80YRnjVguS DM us if you still need help. https://t.co/GDrqU2kzhr",2
266833,@AppleSupport I’ve carried out a reset network settings https://t.co/07ZMPSmRbh,3,0.2995,2677911,@AppleSupport Yes it is and I have reset network settings numerous times it now won’t even load settings 😡😡😡😡,@753613 Okay. Let us help you get this sorted out. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,2
266833,@AppleSupport I’ve carried out a reset network settings https://t.co/07ZMPSmRbh,4,0.2984,765464,"Hey @AppleSupport. Can’t make any calls with my iPhone since iOS 11.0.2. Eh...help? SIM✅, reset network settings✅, Internet✅ #KindOfUrgent",@302952 We're here to help! What kind of iPhone do you have? Are you still able to receive calls?,2
266833,@AppleSupport I’ve carried out a reset network settings https://t.co/07ZMPSmRbh,5,0.2967,892825,Try to reset network settings - instead of phone restarting it shuts down. @AppleSupport #iOS11,@331999 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,2
1742538,Hey @AppleSupport @115858 why does my I️ turn into the stupid A with a boxed question mark? #inconvenient,1,0.5189,1643284,@AppleSupport why does my “I️” turn into “A [?]” ? 🤷🏻‍♀️,@502243 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
1742538,Hey @AppleSupport @115858 why does my I️ turn into the stupid A with a boxed question mark? #inconvenient,2,0.4188,2013035,@AppleSupport why does my I️ turn into I️ please help,@595231 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,0
1742538,Hey @AppleSupport @115858 why does my I️ turn into the stupid A with a boxed question mark? #inconvenient,3,0.4063,1680896,"Hey @AppleSupport why is it when I try and type I, I get the stupid A with a boxed❓#thissucks",@511094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
1742538,Hey @AppleSupport @115858 why does my I️ turn into the stupid A with a boxed question mark? #inconvenient,4,0.3793,2152225,Y’all got to fix the A with a boxed question mark 😒😒 @115858,@632437 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
1742538,Hey @AppleSupport @115858 why does my I️ turn into the stupid A with a boxed question mark? #inconvenient,5,0.3728,1658657,@506058 @AppleSupport My phone keeps replacing the “I️” with a boxed question mark.,@506057 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
520253,"Hey @AppleSupport my iPhone 6 is locking &amp; requiring passcode every minute. I see lots of others have the same issue. What happened? How do we fix it? Resetting date to Nov doesn't work for me. (iOS11.1.2, over wifi, in NZ)",1,0.2263,1752322,@527910 But how do we fix it??? @115858,@527909 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0
520253,"Hey @AppleSupport my iPhone 6 is locking &amp; requiring passcode every minute. I see lots of others have the same issue. What happened? How do we fix it? Resetting date to Nov doesn't work for me. (iOS11.1.2, over wifi, in NZ)",2,0.2211,545335,"@AppleSupport iPhone is driving me mad this morning, keeps going to black screen with spinning wheel and asking for passcode every few seconds. I see lots of people having same issue, is there a fix?","@246769 If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution: https://t.co/Wc5MHFZb0p Let us know if that resolves the issue for you.",2
520253,"Hey @AppleSupport my iPhone 6 is locking &amp; requiring passcode every minute. I see lots of others have the same issue. What happened? How do we fix it? Resetting date to Nov doesn't work for me. (iOS11.1.2, over wifi, in NZ)",3,0.2149,2440853,@700026 @AppleSupport I have the same issue!!!!,@582254 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,1
520253,"Hey @AppleSupport my iPhone 6 is locking &amp; requiring passcode every minute. I see lots of others have the same issue. What happened? How do we fix it? Resetting date to Nov doesn't work for me. (iOS11.1.2, over wifi, in NZ)",4,0.2118,1647420,@115858 @AppleSupport how do we fix this??? https://t.co/W23HQ8RWEt,@503321 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0
520253,"Hey @AppleSupport my iPhone 6 is locking &amp; requiring passcode every minute. I see lots of others have the same issue. What happened? How do we fix it? Resetting date to Nov doesn't work for me. (iOS11.1.2, over wifi, in NZ)",5,0.2081,1973782,@AppleSupport how do we fix this issue with the letter I️?,"@584535 We want this working for you; we'll do all we can to help. To get started, let's connect in DM together: https://t.co/GDrqU22YpT",1
1928162,"@AppleSupport my iP8, although water resistant at 1m for 30 mins, is now not working after spending 3 secs at 1 inch depth-hoping for fix :/",1,0.1821,1702092,@AppleSupport are AirPods water resistant ? Or should I️ not wear them in Ohio in the winter,@516067 Excessive exposure to liquids can damage AirPods and is not considered under warranty. Here's a guide: https://t.co/GQEa8sdYcE,1
1928162,"@AppleSupport my iP8, although water resistant at 1m for 30 mins, is now not working after spending 3 secs at 1 inch depth-hoping for fix :/",2,0.1775,2014929,@115858 @AppleSupport Apple makes their phones water resistant but yet they still can’t make them fire resistant SMH #freephone https://t.co/dioUDSIAzm,"@595813 We'd like to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",1
1928162,"@AppleSupport my iP8, although water resistant at 1m for 30 mins, is now not working after spending 3 secs at 1 inch depth-hoping for fix :/",3,0.1771,1857222,@AppleSupport why do I buy a water resistant iPhone 7 if water just gets inside my camera lens? 🤔 https://t.co/2TB6sOH48W,@555407 We're here to help. DM us which country you're in and we'll look into your options to get the condensation taken care of. https://t.co/GDrqU22YpT,1
1928162,"@AppleSupport my iP8, although water resistant at 1m for 30 mins, is now not working after spending 3 secs at 1 inch depth-hoping for fix :/",4,0.1653,1744881,@AppleSupport my iPhone 8 Plus screen is lifting on the right side. Why? Does this affect water resistant? And can I replace my iPhone?,@526172 That's odd. We'd be happy to look into this with you. Let's meet in DM here: https://t.co/GDrqU22YpT,1
1928162,"@AppleSupport my iP8, although water resistant at 1m for 30 mins, is now not working after spending 3 secs at 1 inch depth-hoping for fix :/",5,0.165,1921232,"@AppleSupport My ""water resistant"" iPhone 7 Plus has never been in water, yet the liquids sensor is red and it's not covered under warranty?","@571932 We know this isn't news you were hoping to receive. If you'll meet up with us in DM, we can discuss options. https://t.co/GDrqU2kzhr",1
493559,"@115858 I decide to do your #OSHighSierra and this happened! I am also video-recording this upgrade process on my iPad if more problematic situations happen, like with my previous experience upgrading to Sierra. I am very upset about this &amp; my gut told me this would happen!WHY?!😓 https://t.co/fl8lf1qPZv",1,0.2172,2958732,@AppleSupport Yes i was upgrading to Sierra and this happened. What can i do?,@816605 Has the bar moved during this time? Are you connected to the same Wi-Fi network on another device?,2
493559,"@115858 I decide to do your #OSHighSierra and this happened! I am also video-recording this upgrade process on my iPad if more problematic situations happen, like with my previous experience upgrading to Sierra. I am very upset about this &amp; my gut told me this would happen!WHY?!😓 https://t.co/fl8lf1qPZv",2,0.1851,1023845,@115858 hiiiii I'm very upset https://t.co/bf4tVBeSB3,"@362284 Hey, we can look into some options together. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",1
493559,"@115858 I decide to do your #OSHighSierra and this happened! I am also video-recording this upgrade process on my iPad if more problematic situations happen, like with my previous experience upgrading to Sierra. I am very upset about this &amp; my gut told me this would happen!WHY?!😓 https://t.co/fl8lf1qPZv",3,0.1779,2021383,"@AppleSupport ya done messed up, I️ can’t get my point across. I️ am very upset about this, please fix so I️ can be happy again.",@135658 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,1
493559,"@115858 I decide to do your #OSHighSierra and this happened! I am also video-recording this upgrade process on my iPad if more problematic situations happen, like with my previous experience upgrading to Sierra. I am very upset about this &amp; my gut told me this would happen!WHY?!😓 https://t.co/fl8lf1qPZv",4,0.1551,1680880,@AppleSupport wasnt happening yesterday. Seen others upset about it. I️ am also upset now.. What’s with the characters?? https://t.co/eH5JlEdMgP,@511090 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/tqme2m68En,2
493559,"@115858 I decide to do your #OSHighSierra and this happened! I am also video-recording this upgrade process on my iPad if more problematic situations happen, like with my previous experience upgrading to Sierra. I am very upset about this &amp; my gut told me this would happen!WHY?!😓 https://t.co/fl8lf1qPZv",5,0.1542,1846012,@AppleSupport WHY https://t.co/6TMXx7Ex34,@552949 We'd be happy to look into this with you. Tell us more about the issue you're encountering via DM. We'll go from there. https://t.co/GDrqU22YpT,1
1391220,@AppleSupport can I update my iOS again to go back to the old one so my phone will work again?,1,0.2804,413790,@AppleSupport Is there anyway to go back to the old IOS? this new update sucks,@213740 Are you having issues with your iPhone after updating? Let us know what they are in DM and we'll team up to get them resolved. https://t.co/GDrqU22YpT,0
1391220,@AppleSupport can I update my iOS again to go back to the old one so my phone will work again?,2,0.2522,708659,@AppleSupport why can't I update my phone ?,@289410 We'd like to help. Which device are you having the issue with? What happens when you try to update?,1
1391220,@AppleSupport can I update my iOS again to go back to the old one so my phone will work again?,3,0.246,2062961,"@AppleSupport this new iPhone update sucks, I’m about it to back to my LG3. How can I go back to the old software? #iOS11",@610113 We'd like to assist you with any issues. Tell us more about the problems you're encountering in DM. We'll go from there. https://t.co/GDrqU22YpT,0
1391220,@AppleSupport can I update my iOS again to go back to the old one so my phone will work again?,4,0.2445,1633104,Yo @115858 any update on when my freaking ‘I️ “s will work again?,@499685 Let's take a look together. Which model do you have and what's the OS version number installed on it?,1
1391220,@AppleSupport can I update my iOS again to go back to the old one so my phone will work again?,5,0.2443,2241126,@AppleSupport I can't update my iPhone 6 to ios11!!!!,@476584 We want to help. Are you trying to update through iTunes or via Wi-Fi on the phone directly? What happens when you try to update? Are you getting an error message?,0
2748392,So my phone just completely blacked out being quite unresponsive for like the last 2 mins...this phone not even a year old. What the fuck @115858?!?,1,0.3063,1650131,^ what the fuck @115858,@289858 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0
2748392,So my phone just completely blacked out being quite unresponsive for like the last 2 mins...this phone not even a year old. What the fuck @115858?!?,2,0.2912,2712565,What the fuck @115858 @AppleSupport,"@761555 Hi there! Looks like you might be having trouble with typing the letter ""I"". That was addressed in our 11.1.1 iOS update. You can update to the latest iOS version by following these steps: https://t.co/80YRnjDFDk",0
2748392,So my phone just completely blacked out being quite unresponsive for like the last 2 mins...this phone not even a year old. What the fuck @115858?!?,3,0.2644,2589712,what the fuck @115858 https://t.co/NrQfFWwk5X,@733569 For information about this feature in Photos &amp; our commitment to privacy we'd like to share this guide: https://t.co/kvXaz3cIzj,0
2748392,So my phone just completely blacked out being quite unresponsive for like the last 2 mins...this phone not even a year old. What the fuck @115858?!?,4,0.2644,2863583,What the fuck @115858 https://t.co/XKobL9FlOx,@795418 We see from the screenshot that your Time display is missing from the lock screen. How long has this been happening?,1
2748392,So my phone just completely blacked out being quite unresponsive for like the last 2 mins...this phone not even a year old. What the fuck @115858?!?,5,0.2644,8545,what the fuck @115858? https://t.co/oHhvAW2pqh,"@117501 We're here for you. Let's work together to locate your photos. Did you just recently restore your device, by any chance?",0
2835866,"@AppleSupport i use iphone 6 plus and i was upgrade ios 11.1.2 and than my touch id is broken/failed! how to fix it, please! thank u",1,0.2987,2274199,@AppleSupport I use iPhone 7 Plus. iOS 11.2 Beta. And no,"@156772 Thanks for keeping us updated. If you check under Settings &gt; General &gt; About, what is listed in the available field? Do you use iCloud with your iPhone? If so, do your photos show up if you check iCloud website using a computer? https://t.co/MdGttkkFL9",1
2835866,"@AppleSupport i use iphone 6 plus and i was upgrade ios 11.1.2 and than my touch id is broken/failed! how to fix it, please! thank u",2,0.2922,2261526,@AppleSupport I use iPhone 6s with iOS 11.1.1.,"@172175 Since noticing this, have you had a chance to restart your device? It may seem like a simple step, but can resolve many issues.",0
2835866,"@AppleSupport i use iphone 6 plus and i was upgrade ios 11.1.2 and than my touch id is broken/failed! how to fix it, please! thank u",3,0.2908,2013901,@115858 fix my touch id pls,@595488 Let's work on this together. What is going on with your Touch ID? Have you tried the steps here? https://t.co/xqiXha6yeB,2
2835866,"@AppleSupport i use iphone 6 plus and i was upgrade ios 11.1.2 and than my touch id is broken/failed! how to fix it, please! thank u",4,0.2539,773861,@AppleSupport iPhone 7 Plus and iOS 11,@138638 Got it. Let us know in DM when you first noticed this. https://t.co/GDrqU22YpT,0
2835866,"@AppleSupport i use iphone 6 plus and i was upgrade ios 11.1.2 and than my touch id is broken/failed! how to fix it, please! thank u",5,0.2539,42630,@AppleSupport iPhone 8 plus and ios 11,@125422 Follow up with us in DM. Tell us which version of iOS 11 you have installed there. https://t.co/GDrqU22YpT,0
53567,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",1,0.2867,2565833,@AppleSupport It’s the Netherlands,"@561359 OK, thanks. Trade-in is not but recycling is available for the Apple Watch. You can find out more about the program from here: https://t.co/Q1DsFNbiw0",1
53567,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",2,0.2237,1063100,When is @AppleSupport introducing Apple Pay in The Netherlands?,@371023 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd,1
53567,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",3,0.2115,2893298,@AppleSupport Wifi and mobile network,@413800 We'd like to continue to help. Please DM us using the following link and we'll continue working with you there. https://t.co/GDrqU22YpT,2
53567,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",4,0.2113,174942,Dear @AppleSupport - #iphone8 doesn’t find my contact’s Mobile in Text Message app. Only email. Mobile # there...??,@157042 We'd be happy to take a look into this with you. Could you please send us a DM with what iOS version you're running so that we can get started? https://t.co/GDrqU22YpT,1
53567,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",5,0.1978,2425830,I have the new iphone8+ and it keeps crashing and freezing and it really sucks (-: wtf is up????? @115858,"@696596 We want you to be able to enjoy your iPhone, and we'd like to work with you on this. Which iOS version you are using? Any particular apps freezing?",0
2401568,@115858 your new update sucks dude. It deleted all of my photos and I had pictures of my son when he was a newborn. Not happy,1,0.3201,2358644,@AppleSupport you deleted all of my photos,@681218 We'd like to help you with your photos. Reach out via DM using the link below and tell us what happened. https://t.co/GDrqU22YpT,2
2401568,@115858 your new update sucks dude. It deleted all of my photos and I had pictures of my son when he was a newborn. Not happy,2,0.2962,2622675,@AppleSupport your new update sucks,"@740945 If you're having issues with your Apple device, we'd like to know more. Reach out to us via DM with the details. https://t.co/GDrqU22YpT",1
2401568,@115858 your new update sucks dude. It deleted all of my photos and I had pictures of my son when he was a newborn. Not happy,3,0.259,2555223,Your new update sucks @115858 fix it,"@725596 Hello. If you're having issues with your Apple device, we'd like to know more. Reach out to us via DM with the details. We'll do everything we can to help. https://t.co/GDrqU22YpT",1
2401568,@115858 your new update sucks dude. It deleted all of my photos and I had pictures of my son when he was a newborn. Not happy,4,0.2444,74555,@AppleSupport My iphone just randomly shut off &amp; when I turned it back on it deleted all of my photos...,@132699 We'd love to help look into this and get you back in action. Can you send us a DM with some additional details? https://t.co/GDrqU22YpT,2
2401568,@115858 your new update sucks dude. It deleted all of my photos and I had pictures of my son when he was a newborn. Not happy,5,0.2417,2888492,"@AppleSupport It also deleted all of my texts and for a short time deleted all of my photos. Photos came back, texts did not🙃😐","@800916 We'd like to look into this with you. Please DM us more about when the issue began. Does restarting help at all, even temporarily. https://t.co/GDrqU22YpT",2
901572,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10",1,1.0,1120545,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10","@334031 We'd like to help you with your iPhone. Send us a DM and tell us what's happening, and which iPhone you have, to begin. https://t.co/GDrqU22YpT",1
901572,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10",2,0.3845,61295,@AppleSupport iOS 10.,@130034 Thanks for those details. Do you receive an error when trying to update? Are you trying to update wirelessly or through iTunes on a computer?,0
901572,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10",3,0.3845,1063108,@AppleSupport iOS 10.0.3 😬,"@371025 Has the device been restarted since it happened? If not, let's do that using these steps: https://t.co/OWRDHXa3VP",0
901572,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10",4,0.3845,2140969,@AppleSupport iOS 10.0.1,"@629584 Thanks! Tell us in DM how long the device lasts from a full charge, please. https://t.co/GDrqU22YpT",0
901572,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10",5,0.3845,1531043,@AppleSupport iOS 10.3.1,"@474975 Since you're not receiving the iOS 11 update, have you had the chance to review the steps here: https://t.co/80YRnjDFDk",0
2353603,@AppleSupport Yes I do,1,1.0,1122783,@AppleSupport Yes I do,@384805 Very good. Let's continue chatting about this via DM so we can dig into what's happening in greater detail. https://t.co/GDrqU22YpT,0
2353603,@AppleSupport Yes I do,2,1.0,1378196,@AppleSupport Yes I do,@440832 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT,0
2353603,@AppleSupport Yes I do,3,1.0,400412,@AppleSupport Yes I do.,@210689 Got it. DM us with more details and let's work together from there. https://t.co/GDrqU22YpT,0
2353603,@AppleSupport Yes I do,4,1.0,358936,"@AppleSupport Yes, I do.",@201004 Which iOS version is your iPad currently on? You can find that from Settings &gt; General &gt; About,0
2353603,@AppleSupport Yes I do,5,1.0,2121079,@AppleSupport Yes I do,"@624943 Thank you for letting us know! Since you already have a backup, update your iOS as outlined here: https://t.co/80YRnjDFDk",0
1679219,@488255 Is @115858 going to fix this bug? When you type “I️” it becomes that symbol there...,1,0.4367,1596712,When is @115858 going to fix this ➡️➡️➡️➡️ “I️”,@490528 We'd recommend trying the steps here: https://t.co/xU1AGHStV6 let us know in DM if the issue continues. https://t.co/GDrqU22YpT,1
1679219,@488255 Is @115858 going to fix this bug? When you type “I️” it becomes that symbol there...,2,0.4367,2583178,When is @115858 going to fix I️ this,@732039 There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2. Let us know if that fixes the issue.,1
1679219,@488255 Is @115858 going to fix this bug? When you type “I️” it becomes that symbol there...,3,0.4237,2284092,Is @115858 going to fix this I️ shit???,"@663768 We'll be happy to help you out. An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",1
1679219,@488255 Is @115858 going to fix this bug? When you type “I️” it becomes that symbol there...,4,0.4178,1709275,Is @115858 going to fix this I️ problem,@358361 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
